FECHA,GRUPO,MARKET_SHARE
15AUG2019,DISH-MVS,0.11104
15AUG2019,AIRECABLE,0.00014
15-sep-19,TOTALPLAY,0.04154
15-sep-19,STARGROUP,0.01355
15-sep-19,ULTRAVISION,0.00002
15-sep-19,MEGACABLE-MCM,0.1334
15-sep-19,GRUPO TELEVISA,0.70023
15-sep-19,TV REY,0.00085
15-sep-19,DISH-MVS,0.11026
15-sep-19,AIRECABLE,0.00015
15-oct-19,TOTALPLAY,0.04264
15-oct-19,STARGROUP,0.01364
15-oct-19,ULTRAVISION,0.00001
15-oct-19,MEGACABLE-MCM,0.13281
15-oct-19,TV REY,0.00085
15-oct-19,GRUPO TELEVISA,0.7021
15-oct-19,DISH-MVS,0.10779
15-oct-19,AIRECABLE,0.00015
15-nov-19,TOTALPLAY,0.04369
15-nov-19,MEGACABLE-MCM,0.13284
15-nov-19,STARGROUP,0.01399
15-nov-19,ULTRAVISION,0.00001
15-nov-19,TV REY,0.00086
15-nov-19,GRUPO TELEVISA,0.703
15-nov-19,DISH-MVS,0.10547
15-nov-19,AIRECABLE,0.00015
15DEC2019,TOTALPLAY,0.04451
15DEC2019,STARGROUP,0.01412
15DEC2019,ULTRAVISION,0
15DEC2019,MEGACABLE-MCM,0.13421
15DEC2019,TV REY,0.00085
15DEC2019,GRUPO TELEVISA,0.70213
15DEC2019,DISH-MVS,0.10402
15DEC2019,AIRECABLE,0.00015
15JAN2020,TOTALPLAY,0.04741
15JAN2020,STARGROUP,0.01439
15JAN2020,ULTRAVISION,0
15JAN2020,MEGACABLE-MCM,0.13976
15JAN2020,TV REY,0.00088
15JAN2020,GRUPO TELEVISA,0.6916
15JAN2020,DISH-MVS,0.10579
15JAN2020,AIRECABLE,0.00016
15-feb-20,TOTALPLAY,0.04865
15-feb-20,STARGROUP,0.01403
15-feb-20,ULTRAVISION,0.00001
15-feb-20,MEGACABLE-MCM,0.13917
15-feb-20,TV REY,0.00088
15-feb-20,GRUPO TELEVISA,0.69273
15-feb-20,DISH-MVS,0.10438
15-feb-20,AIRECABLE,0.00016
15-mar-20,TOTALPLAY,0.05005
15-mar-20,STARGROUP,0.01447
15-mar-20,ULTRAVISION,0.00001
15-mar-20,MEGACABLE-MCM,0.14018
15-mar-20,TV REY,0.00087
15-mar-20,GRUPO TELEVISA,0.69263
15-mar-20,AIRECABLE,0.00016
15-mar-20,DISH-MVS,0.10164
15APR2020,TOTALPLAY,0.05251
15APR2020,STARGROUP,0.0146
15APR2020,ULTRAVISION,0
15APR2020,MEGACABLE-MCM,0.1396
15APR2020,TV REY,0.0008
15APR2020,GRUPO TELEVISA,0.6924
15APR2020,AIRECABLE,0.0002
15APR2020,DISH-MVS,0.0999
15-may-20,TOTALPLAY,0.0544
15-may-20,STARGROUP,0.0144
15-may-20,MEGACABLE-MCM,0.1402
15-may-20,TV REY,0.0008
15-may-20,GRUPO TELEVISA,0.6921
15-may-20,AIRECABLE,0.0002
15-may-20,DISH-MVS,0.098
15-jun-20,TOTALPLAY,0.056
15-jun-20,STARGROUP,0.0136
15-jun-20,MEGACABLE-MCM,0.1403
15-jun-20,TV REY,0.0008
15-jun-20,GRUPO TELEVISA,0.6933
15-jun-20,AIRECABLE,0.0002
15-jun-20,DISH-MVS,0.0959
15-jul-20,TOTALPLAY,0.058
15-jul-20,STARGROUP,0.0136
15-jul-20,MEGACABLE-MCM,0.1407
15-jul-20,TV REY,0.0008
15-jul-20,GRUPO TELEVISA,0.6931
15-jul-20,AIRECABLE,0.0001
15-jul-20,DISH-MVS,0.0937
15AUG2020,TOTALPLAY,0.0599
15AUG2020,STARGROUP,0.0136
15AUG2020,MEGACABLE-MCM,0.1423
15AUG2020,TV REY,0.0008
15AUG2020,GRUPO TELEVISA,0.6915
15AUG2020,AIRECABLE,0.0001
15AUG2020,DISH-MVS,0.0917
15-sep-20,TOTALPLAY,0.0619
15-sep-20,STARGROUP,0.0137
15-sep-20,MEGACABLE-MCM,0.1432
15-sep-20,TV REY,0.0008
15-sep-20,GRUPO TELEVISA,0.6899
15-sep-20,AIRECABLE,0.0001
15-sep-20,DISH-MVS,0.0904
15-oct-20,TOTALPLAY,0.0646
15-oct-20,STARGROUP,0.0132
15-oct-20,MEGACABLE-MCM,0.1438
15-oct-20,TV REY,0.0008
15-oct-20,GRUPO TELEVISA,0.6886
15-oct-20,AIRECABLE,0.0001
15-oct-20,DISH-MVS,0.0888
15-nov-20,TOTALPLAY,0.0671
15-nov-20,STARGROUP,0.0132
15-nov-20,MEGACABLE-MCM,0.1445
15-nov-20,TV REY,0.0008
15-nov-20,GRUPO TELEVISA,0.6872
15-nov-20,AIRECABLE,0.0001
15-nov-20,DISH-MVS,0.0872
15DEC2020,TOTALPLAY,0.0697
15DEC2020,STARGROUP,0.0133
15DEC2020,MEGACABLE-MCM,0.145
15DEC2020,TV REY,0.0008
15DEC2020,GRUPO TELEVISA,0.6858
15DEC2020,AIRECABLE,0.0001
15DEC2020,DISH-MVS,0.0853
15JAN2021,TOTALPLAY,0.0651
15JAN2021,STARGROUP,0.0122
15JAN2021,MEGACABLE-MCM,0.2081
15JAN2021,GRUPO TELEVISA,0.6384
15JAN2021,DISH-MVS,0.0762
15-feb-21,TOTALPLAY,0.0672
15-feb-21,STARGROUP,0.0122
15-feb-21,MEGACABLE-MCM,0.2077
15-feb-21,GRUPO TELEVISA,0.6384
15-feb-21,DISH-MVS,0.0745
15-mar-21,TOTALPLAY,0.0692
15-mar-21,STARGROUP,0.0122
15-mar-21,MEGACABLE-MCM,0.2077
15-mar-21,GRUPO TELEVISA,0.6369
15-mar-21,DISH-MVS,0.0739
15APR2021,TOTALPLAY,0.0716
15APR2021,STARGROUP,0.012
15APR2021,MEGACABLE-MCM,0.2075
15APR2021,GRUPO TELEVISA,0.6361
15APR2021,DISH-MVS,0.0729
15-may-21,TOTALPLAY,0.0727
15-may-21,STARGROUP,0.0235
15-may-21,MEGACABLE-MCM,0.2055
15-may-21,GRUPO TELEVISA,0.628
15-may-21,DISH-MVS,0.0703
15-jun-21,TOTALPLAY,0.0761
15-jun-21,MEGACABLE-MCM,0.2106
15-jun-21,GRUPO TELEVISA,0.6426
15-jun-21,DISH-MVS,0.0707
